"cust.ID	age-band 	Debt.To.Income.Ratio",
"54649	45-55	19.53!",
"34983	45-55	28.64!",
"53897	45-55	18.4!",
"65855	45-55	27.16!",
"79088	45-55	2.67!",
"39548	45-55	5.88!",
"3201	45-55	17.43!",
"8102	45-55	6.24!",
"83672	45-55	27.35!",
"63101	45-55	11.61!",
"79371	45-55	20.48!",
"72750	45-55	8.56!",
"45821	45-55	15.79!",
"24542	45-55	19.33!",
"88842	45-55	12.54!",
"30986	45-55	1.68!",
"73473	45-55	20.75!",
"102444	45-55	10.35!",
"33008	45-55	22.04!",
"99967	45-55	30.3!",
"81939	45-55	1.31!",
"91179	45-55	20.14!",
"34802	45-55	14.6!",
"66880	45-55	6.46!",
"76696	45-55	21.33!",
"48048	45-55	21.53!",
"31842	45-55	15.66!",
"82673	45-55	20.27!",
"50921	45-55	10.69!",
"27425	45-55	11.53!",
"27201	45-55	4.3!",
"98167	45-55	18.75!",
"23829	45-55	20.31!",
"83768	45-55	14.86!",
"104069	45-55	16.4!",
"32636	45-55	22.53!",
"29016	45-55	9.98!",
"19235	45-55	22.84!",
"60201	45-55	2.33!",
"3862	45-55	6.64!",
"98445	45-55	25.22!",
"98510	45-55	21.94!",
"31456	45-55	21.36!",
"49957	45-55	15.29!",
"72277	45-55	28.27!",
"62537	45-55	32.25!",
"46215	45-55	22.58!",
"92051	45-55	21.75!",
"62166	45-55	14.77!",
"102902	45-55	21.67!",
"74939	45-55	7.28!",
"53567	45-55	21.43!",
"26129	45-55	8.52!",
"47926	45-55	18!",
"95456	45-55	26.95!",
"100674	45-55	15.86!",
"3656	45-55	23.29!",
"91702	45-55	11.17!",
"91915	45-55	28.76!",
"28451	45-55	24.95!",
"89755	45-55	25.95!",
"65567	45-55	28.56!",
"7687	45-55	19.86!",
"8716	45-55	21.81!",
"26789	45-55	16.67!",
"95117	45-55	17.62!",
"30753	45-55	20.6!",
"43612	45-55	27.41!",
"43622	45-55	0!",
"99334	45-55	18.32!",
"48894	45-55	20.71!",
"87526	45-55	16.15!",
"43610	45-55	11.4!",
"43556	45-55	21.53!",
"85720	45-55	11.37!",
"58569	45-55	6.83!",
"88490	45-55	13.4!",
"99189	45-55	18.57!",
"96412	45-55	28.75!",
"21477	45-55	20.03!",
"48412	45-55	8.12!",
"22132	45-55	3.07!",
"51070	45-55	12.04!",
"59014	45-55	26.02!",
"32982	45-55	7.8!",
"41569	45-55	24.96!",
"25849	45-55	18.63!",
"43392	45-55	12.56!",
"62797	45-55	30.58!",
"44334	45-55	11.73!",
"13378	45-55	4.4!",
"11868	45-55	11.78!",
"41900	45-55	6.24!",
"86660	45-55	19.85!",
"66199	45-55	30.96!",
"2407	45-55	7.89!",
"52407	45-55	23.6!",
"96461	45-55	33.15!",
"96016	45-55	27.76!",
"72991	45-55	16.07!",
"50533	45-55	15.51!",
"56391	45-55	8.62!",
"84840	45-55	6.26!",
"90684	45-55	7.25!",
"17946	45-55	23.85!",
"102846	45-55	14.2!",
"84575	45-55	22!",
"96157	45-55	21.18!",
"53062	45-55	10.73!",
"52353	45-55	19.32!",
"71550	45-55	21.12!",
"80484	45-55	6.56!",
"27391	45-55	16.84!",
"59266	45-55	11.01!",
"28432	45-55	20.32!",
"1760	45-55	1.62!",
"56887	45-55	25.13!",
"31714	45-55	20.04!",
"3648	45-55	18.48!",
"35313	45-55	7.08!",
"96536	45-55	29.62!",
"71064	45-55	11.2!",
"31805	45-55	11.04!",
"56528	45-55	16.06!",
"60768	45-55	11.59!",
"20885	45-55	8.69!",
"79308	45-55	10.08!",
"56401	45-55	16.68!",
"43707	45-55	23.4!",
"18058	45-55	19.37!",
"62657	45-55	18.44!",
"25655	45-55	6.62!",
"87023	45-55	28.81!",
"35250	45-55	7.67!",
"32809	45-55	25.23!",
"7006	45-55	4.92!",
"103546	45-55	17.35!",
"85090	45-55	12.85!",
"20234	45-55	12.11!",
"71743	45-55	13.49!",
"64884	45-55	5.58!",
"5531	45-55	1.24!",
"16926	45-55	16.74!",
"23537	45-55	8.1!",
"95580	45-55	16.15!",
"67383	45-55	18.75!",
"65052	45-55	16.35!",
"44471	45-55	28.15!",
"17864	45-55	19.38!",
"5274	45-55	14.22!",
"103357	45-55	23.51!",
"44681	45-55	7.39!",
"17609	45-55	15.72!",
"47985	45-55	0!",
"57127	45-55	3.48!",
"66604	45-55	16.38!",
"102167	45-55	20.83!",
"88040	45-55	9.2!",
"42562	45-55	6.38!",
"65819	45-55	25.35!",
"15014	45-55	9.3!",
"17218	45-55	20.37!",
"79618	45-55	22.6!",
"33630	45-55	18.83!",
"71926	45-55	23.93!",
"69461	45-55	25.58!",
"26120	45-55	17.88!",
"35303	45-55	22.38!",
"77135	45-55	7.8!",
"100086	45-55	13.44!",
"43844	45-55	18.74!",
"18049	45-55	9.52!",
"63234	45-55	27.8!",
"94440	45-55	14.25!",
"15176	45-55	19.81!",
"2238	45-55	24.63!",
"21399	45-55	21.99!",
"9708	45-55	8.61!",
"18553	45-55	22.69!",
"29595	45-55	10.46!",
"19133	45-55	27.15!",
"15470	45-55	16.47!",
"30864	45-55	21.33!",
"101795	45-55	10.22!",
"84805	45-55	27.07!",
"101548	45-55	6.37!",
"3209	45-55	15!",
"42828	45-55	14.85!",
